,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-09-01,1356.0,1370.5,1354.0,1370.5,643800,1370.5
1,2023-08-31,1343.0,1362.5,1340.5,1358.0,649500,1358.0
2,2023-08-30,1344.5,1349.0,1338.5,1342.5,493400,1342.5
3,2023-08-29,1340.0,1348.0,1333.5,1342.0,292200,1342.0
4,2023-08-28,1330.5,1339.5,1329.5,1339.0,332700,1339.0
5,2023-08-25,1322.0,1325.5,1309.5,1320.0,413600,1320.0
6,2023-08-24,1331.5,1334.0,1320.0,1324.0,404700,1324.0
7,2023-08-23,1327.5,1335.5,1320.5,1334.0,312000,1334.0
8,2023-08-22,1321.0,1331.0,1316.5,1331.0,254600,1331.0
9,2023-08-21,1346.5,1348.0,1320.5,1324.5,350600,1324.5
10,2023-08-18,1349.0,1354.5,1332.0,1341.0,339900,1341.0
11,2023-08-17,1365.5,1369.5,1342.0,1362.0,493300,1362.0
12,2023-08-16,1371.0,1378.0,1368.0,1371.0,401400,1371.0
13,2023-08-15,1366.0,1379.0,1364.5,1374.0,530000,1374.0
14,2023-08-14,1384.0,1384.0,1368.5,1370.5,411700,1370.5
15,2023-08-10,1355.0,1387.0,1347.5,1384.0,628800,1384.0
16,2023-08-09,1367.0,1367.0,1345.0,1357.5,379000,1357.5
17,2023-08-08,1356.5,1367.5,1353.5,1363.0,737800,1363.0
18,2023-08-07,1330.0,1355.5,1329.0,1355.0,688900,1355.0
19,2023-08-04,1337.5,1345.5,1327.5,1334.0,536700,1334.0
20,2023-08-03,1360.0,1363.5,1345.5,1346.0,823500,1346.0
21,2023-08-02,1368.5,1379.0,1363.0,1366.5,644400,1366.5
22,2023-08-01,1362.0,1378.5,1357.0,1372.5,662900,1372.5
23,2023-07-31,1366.0,1367.0,1318.5,1349.0,1314600,1349.0
24,2023-07-28,1345.0,1349.0,1326.0,1340.5,790700,1340.5
